,Euphemisms,literal translation,euphemistic meanings,category,Rating,text,source,,always eup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,abẹ,beneath,vagina,bodily function,0," Omodebinrin ohun to wa nipele keji (KG 2) nileewe alakoobere Al-Alim Nursery and Primary School, n''Ilorin, ni aisan okan to n da a laamu ohun ti wo o lara bayii, to si nilo ise- abe ni kiakia lati pada sipo. ",http://www.esinislam.com/MediaYoruba/modules.php?name=News&file=article&sid=132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,abẹ,beneath,vagina,bodily function,1," Ti o ba la ala wipe o nba ajoji eniyan lopo ti o nda omira ti o ji pada saye ti gbogbo abe re tutu, ibaa je okunrin tabi obinrin lo la ala be ala buburu ni Olorun o ni je ki a ri iku omo laye wa. ",http://www.akedeoduduwaonline.com/asa.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,abẹ,beneath,vagina,bodily function,0," Asiko ti won bi Ladoke Akintola yii, iyen lodun 1910, asiko ti Naijiria sese n dide bo ni, abe oyinbo ni orile-ede naa wa, awon oyinbo ni won n sakoso, ... Read More ",http://www.alaroyeonline.com/searchi.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,abẹ,beneath,vagina,bodily function,1, Ose funfun niyawo mi fi maa n fo abe ko too je ki n ba oun lo poLuku ,http://www.alaroyeonline.com/searchi.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,abẹ,beneath,vagina,bodily function,1,"Meta ni t’obinrin: gba fi bo enu, gba fibo ara, gba fi bo abe",Postproverbial Constructions and Selected Sex-Related Yoruba Proverbs/ Proverbial Expressions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,abẹ,beneath,vagina,bodily function,0,"Ni nnkan bii aago mẹsan-an aarọ niṣẹlẹ ọhun waye nigba tawọn ọmọ aye ya lu awọn oṣiṣẹ àjọ kólẹ̀-kódọ̀tí tawọn mi-in tun mọ si gbálùúmọ́ labẹ biriiji Mọlete to wa lẹgbẹẹ ile Oloye Lamidi Adedibu, agba oṣelu ilẹ Ibadan to ti ṣilẹ bora bii aṣọ.",https://alaroye.org/nibadan-awo%cc%a3n-to%cc%a3o%cc%a3gi-lu-as%cc%a3oju-ijo%cc%a3ba-ipinle%cc%a3-o%cc%a3yo%cc%a3-me%cc%a3ta-s%cc%a3e-les%cc%a3e/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,abẹ,beneath,vagina,bodily function,0,"Iṣẹ abẹ ni wọn ṣe fun mi nigba ti mo bimọ, awọn obi mi ni wọn sanwo ẹ fawọn dokita, ko si kọbọ ọkọ mi ninu owo yẹn.",https://alaroye.org/loooto%cc%a3-ni-mo-n-lu-elehaa-iyawo-mi-o%cc%a3do%cc%a3-o%cc%a3kunrin-loun-naa-n-yo%cc%a3-lo%cc%a3-lale%cc%a3-aafa-salami/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,abẹ,beneath,vagina,bodily function,1,so mo iwulo irun abe obinrin,bbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,abẹ,beneath,vagina,bodily function,1,"Irun abẹ obinrin: Irun abẹ rẹ lo n ṣiṣẹ fun idabobo awọn ẹya ara abẹ paapaa ki kokoro aifojuri ma ba ko wọ ibẹ. Eleyii ti si mu ki dokita onimọ nipa obinrin, Jen Gunter gba awọn obinrin ni imọran pe ki wọn ṣọra lati ma a fa irun abẹ wọn.",bbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,abẹ,beneath,vagina,bodily function,1,Ohun méta rèé tó ń fa kí abẹ́ obinrin má a rùn...,bbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,abẹ,beneath,vagina,bodily function,1,"Gẹgẹ bi obinrin, ti o ba ri i pe oju ara rẹ n run kọja bi o ṣe yẹ, abi omi abẹ yi pada si awọ ti ko ba ti tẹlẹ mu, o ṣeeṣe ko o ti ni kokoro oju ara tabi aisan miran.",bbc,"Arun inu obirin kan jẹ abe, ọkan ninu awọn orisirisi awọn aisan obinrin. Orílẹ-ara ni agbegbe abe tabi abe-ara jẹ aarun ti arun bacteria ti a ma fa. Ti o ba ri awọn herpes bẹẹ ni agbegbe agbegbe, yoo bẹrẹ si kọlu wọn ni ipo giga gan-an, eyi nwaye ni perineum ati ni agbegbe ti iṣiṣi iboju. Ni awọn iṣẹlẹ ti o nira julọ, awọn itọju rẹ ti wa ni tan si ile-ile tabi awọn ohun elo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,abẹ,beneath,vagina,bodily function,0,"Àrà kengé! Alábòyun ṣe iṣẹ́ abẹ pẹ̀lú abẹfẹ́lẹ́, ó gbé ọmọ jádé nínú ara a rẹ̀",bbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,abẹ,beneath,vagina,bodily function,1,Ohun atijọ ni ki a fi ọṣẹ fọ abẹ,bbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,kinni,something,penis,bodily function,1,kini bobo yen duro ni sha,,,sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,1,kini e wo mi loju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,1,"Enikan loun lo sori oke, wo wani kan da owo, owa ranti nnkan ti moso, lo ba ya mu owo moto e si abe kinni e, ko da gbogbo e tan",a pragmatic analysis of selected yoruba euphemisms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,1,Se ni kinni okunrin yen naa nigba ti o n wo oyan Bisi nigba ti o n sare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,0,kinni nkan to ra fun e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,0,Kinni wọn n pè ni oṣupa déjé ní kíkún?,https://www.bbc.com/yoruba/media-46942776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,1,"OBINRIN AFEESONA MI SOWIPE KINNI MI TITOBIJU PE OHUN KO FEMIMO , EYIN EYAN EGBO SE KIN GBE JADE KEEWO BOYA IRONI ABI OOTO NI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,0,"Ponran 🥒Mi Ma Ti Naro Bayi, Kinni Ki Nse?🤷",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,1,kinni mi ti le talo fe domi ooo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,0,Kinni nba fi san ore re T'o po bi iyanrin eti okun?  Ona ope mi po o Baba Emi yo yin o titi aye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,0,ARA MI DIDE NINU AWE！EJOWO KINNI KIN SE？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,0,Kinni itumọ 'Technology' ni ede Yoruba?,https://twitter.com/yorubanewsalert/status/970978203086065664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,1,"Ti e yato sii kinni mi. Temi tobi, o si sanra, o de ki",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,0,EJOWO GBOGBO ILE！KINNI MO LEE SE SI OKO MI (MY DICK) TI YIO FI GUN BI RULER？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,0,Ejooo taloda omi ogi sori bench mi bai lale ana leleyi o etunwo yeri eti obinrin eyokan haa iya olounje Loni oo kinni won nwa ninu shop mi lale bai eyin eyan mi ejoo iru omi wo leyi totigan yi o edakun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,0,IRAWO ati igbeyawo kinni ONA ABAYO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,0,"Yee,Jowo Ma Se Mi Lese,Oo Pami Oo Ti Iwo Obinrin Ba Npariwo Be Lasiko Dido 🍌👉👌 Kinni Ki Okunrin Yen Se?🤷",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,1,"Egba mi oo pelu bi Nigeria se ri yi kosi owo kosi ounje kinni abe mi tun gberi soke alaini ironu,kinni mofe se bayii🙆🙆🙆🙆",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,0,TI MO BA TIRI IDI LANDLADY MI！OKO MI MON DIDE. EJOWO KINNI KIN SE？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,1,BOYA NITORI OWO TI KO SI NI OOO KINNI MI KO GBERA KILOSELE KOYEMI OOO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,0,E Jowo Kinni Kise?🤷 Iyawo Landlord Mi Lo Ma Lo Ntu Iro Niwaju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,0,Ba mi gbe kinni ti mo ra sori tabili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,0,"kinni e tun n ta lale yii, e ja ka ma lo si le",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,1,kinni omokunrin yen dun gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,0,Kinni itumo obinrin ti obi omo fun oko ti kosi si pelu oko ti kosi feje ki oko oni iyawo mi ohun na koni se kosi je ki eni ti yose kose se ife na loto bee abi ohun de oko mole ni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,1,kinni mi duro ninu Ile Omo ohun ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,0,Kinni pataki ibalopo larin okunrin si obinrin?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,0,Kinni Okunrin le lo ti yoo Maa fi pe Lori obinrin. Nitori awon Obinrin asiko Yi o like 5min man rara Mo o. Ejo kinni?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,0,Kinni Idi Ti Eyin Okunrin Fi Feran Omu Nla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kinni,something,penis,bodily function,1,"Ba a ṣe gbọ, Rọfiat ni wọn lo ti kọkọ figba kan gbe ẹjọ ọkọ rẹ lọ sileeṣẹ to n ri si ọrọ awọn ọmọ orukan (Welfare) pe ki wọn ba oun gba awọn ọmọ mẹrẹẹrin to wa laarin oun ati ọkọ oun, ki oun maa da nikan tọju wọn tori oun o nifẹẹ ọkọ oun mọ, o fẹsun kan ọkọ naa pe ko ki i tọju awọn ọmọ, ko si ṣetan lati gbọ bukaata idile naa gẹgẹ bii ọkọ gidi. Aṣe lara idi ti Rọfiat fi fẹẹ kọ ọkọ ẹ ni ajọṣe to ti wa laarin oun ati baba ọkọ, wọn ni kinni baba ọkọ ẹ lo dun mọ ọn.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ",bbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,àyà or igbaya,chest ,breast ,bodily function,0,Àyà mi kọ́kọ́ máa ń já nígbà ti mo ṣẹ̀ṣẹ̀ bẹ̀rẹ̀ -Alaga iduro ọkùnrin,https://www.bbc.com/yoruba/47797798,,sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,1,ko da ki obinrin ma wo aso to si igba aya won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,0,Soji wipe oun ni irora ni àyà e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,0,Ẹ̀yìn àti àyà máa ń dùn mí lóru tí mi ò ní lè sùn,https://www.bbc.com/yoruba/53915718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,1,"Idanimọ ni ipele ibẹrẹ ti mastopathy - a le mu itọju igbaya ọmọ obinrin kan lara nipasẹ idaduro iṣuu mammary. Ti o ba ni awọn aami aisan naa, ṣawari kan dokita!",https://www.emergency-live.com/yo/ilera-ati-ailewu/iwosan-ak%C3%A0n-aw%E1%BB%8Dn-obirin-ko-funni-im%E1%BB%8D-im%E1%BB%8Dran/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,1,"Eyi jẹ awọn fọọmu akọkọ ti awọn aisan igbaya aisan kan pe iyatọ mastopathy. Ti a ṣe itọju rẹ daradara pẹlu phytotherapy, itọju ileopathy ati awọn ohun-elo multivitamin.",https://www.emergency-live.com/yo/ilera-ati-ailewu/iwosan-ak%C3%A0n-aw%E1%BB%8Dn-obirin-ko-funni-im%E1%BB%8D-im%E1%BB%8Dran/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,1,Mimu ọmọ pẹlu ọmu igbaya,https://yo.inditics.com/mimu-omo-pelu-omu-igbaya/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,1,Itoju Aarun igbaya ni odi,https://www.mozocare.com/yo/it%E1%BB%8Dju/itoju-it%E1%BB%8Dju-%E1%BB%8Dgb%E1%BA%B9-igbaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,1,"Jejere omu le waye nigbati idagbasoke sẹẹli laarin igbaya di ohun ajeji, ti nfa pipin awọn sẹẹli ati idilọwọ tuntun, awọn sẹẹli ilera lati dagbasoke. Ni ayika 1 ni awọn obinrin 8 yoo pade diẹ ninu fọọmu ti igbaya akàn ni igbesi aye wọn, ti o jẹ ki o jẹ iru akàn ti o wọpọ julọ ni awọn obinrin kariaye. Awọn ọkunrin tun le dagbasoke akàn igbaya, botilẹjẹpe eyi jẹ toje.",https://www.mozocare.com/yo/it%E1%BB%8Dju/itoju-it%E1%BB%8Dju-%E1%BB%8Dgb%E1%BA%B9-igbaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,1,"Ti eyikeyi ninu awọn ami ibẹrẹ wọnyi ba ti ri, lẹhinna a ayewo aarun igbaya yẹ ki o wa ni yarayara bi o ti ṣee.",https://www.mozocare.com/yo/it%E1%BB%8Dju/itoju-it%E1%BB%8Dju-%E1%BB%8Dgb%E1%BA%B9-igbaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,1,"Pupọ ti awọn aarun igbaya ni a rii ninu awọn obinrin ti o ju ọjọ -ori 50 lọ, botilẹjẹpe o ṣee ṣe ni gbogbo ọjọ -ori. Awọn obinrin ti o ni itan idile ti alakan igbaya ni o ṣeeṣe ki o pade rẹ, lakoko ti awọn ifosiwewe miiran bii ounjẹ ti ko dara ati ifihan si itankalẹ tun le mu awọn aye pọ si.",https://www.mozocare.com/yo/it%E1%BB%8Dju/itoju-it%E1%BB%8Dju-%E1%BB%8Dgb%E1%BA%B9-igbaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,1,"Ti a ba rii akàn igbaya, igbesẹ akọkọ ni lati ṣayẹwo boya o ti tan si awọn ẹya miiran ti ara, tabi ni awọn ofin iṣoogun, metastatic. Eyi ni a ṣe lati ṣẹda eto itọju ti o yẹ.",https://www.mozocare.com/yo/it%E1%BB%8Dju/itoju-it%E1%BB%8Dju-%E1%BB%8Dgb%E1%BA%B9-igbaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,1,"Awọn ami aisan ti o wọpọ julọ ti alakan igbaya ni awọn iyipada ninu irisi, awọn eegun ti o ṣe akiyesi tabi awọn idagba, isọjade dani lati awọn ọmu, ati awọn isunmọ ni apa ọwọ.",https://www.mozocare.com/yo/it%E1%BB%8Dju/itoju-it%E1%BB%8Dju-%E1%BB%8Dgb%E1%BA%B9-igbaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,1,"Ọpọlọpọ awọn itọju oriṣiriṣi wa fun akàn igbaya, da lori idibajẹ ati iru akàn ti o wa. Isẹ abẹ jẹ aṣayan kan, pẹlu mastectomy ti a lo lati yọ gbogbo igbaya ati lumpectomy ni anfani lati ṣetọju diẹ ninu igbaya. Awọn itọju eyiti o fojusi awọn sẹẹli alakan ati ifọkansi lati dinku wọn ni a nilo nigbagbogbo - radiotherapy ati chemotherapy, fun apẹẹrẹ, bii itọju oogun ti a fojusi ati itọju homonu.",https://www.mozocare.com/yo/it%E1%BB%8Dju/itoju-it%E1%BB%8Dju-%E1%BB%8Dgb%E1%BA%B9-igbaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,1,Iye owo ti Itọju Aarun igbaya ni ayika agbaye,https://www.mozocare.com/yo/it%E1%BB%8Dju/itoju-it%E1%BB%8Dju-%E1%BB%8Dgb%E1%BA%B9-igbaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,1,"Sibẹsibẹ, ti o ba ṣeeṣe, a le ṣe iṣẹ abẹ fifipamọ awọ kan, nibiti a ti yọ ori ọmu ṣugbọn a pa awọ miiran mọ, ati ni awọn igba miiran o ṣee ṣe lati tọju ori ọmu naa. Ti o da lori alaisan, iṣẹ abẹ atunkọ igbaya le ṣee ṣe taara lẹhin mastectomy, sibẹsibẹ diẹ ninu awọn alaisan le yan lati duro ati ki o ni atunkọ igbaya bi iṣẹ abẹ ọtọ, nigba ti awọn miiran ko le yan lati ni iṣẹ atunkọ.",https://www.mozocare.com/yo/it%E1%BB%8Dju/itoju-it%E1%BB%8Dju-%E1%BB%8Dgb%E1%BA%B9-igbaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,1,"Obinrin kan Fe wonu motor,owa fe subu,loba sare gbami mu,eje mope Abe loti sesi gbami mu,mowa fa ibeji aya re,loba si fo eti mi", https://www.facebook.com/search/top?q=oju%20abe%20obinrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,1,Nipa Itọju Aarun igbaya,https://www.mozocare.com/yo/it%E1%BB%8Dju/itoju-it%E1%BB%8Dju-%E1%BB%8Dgb%E1%BA%B9-igbaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,1,"Itọju aarun igbaya yatọ da lori ipele ti akàn ati boya tabi kii ṣe akàn ti tan. Akàn waye nigbati aiṣedeede wa ninu idagbasoke sẹẹli, eyiti o fa ki awọn sẹẹli pin ati dagba ni kiakia nigbati sẹẹli yẹ ki o ku lati ṣe aye fun awọn sẹẹli tuntun.",https://www.mozocare.com/yo/it%E1%BB%8Dju/itoju-it%E1%BB%8Dju-%E1%BB%8Dgb%E1%BA%B9-igbaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,1,"Aarun igbaya jẹ iru aarun ti o wọpọ julọ laarin awọn obinrin ati nigbagbogbo waye ni awọn obinrin ti o ju ọjọ -ori 50 lọ, sibẹsibẹ o tun le waye ni awọn alaisan ọdọ. Lakoko ti o jẹ toje, awọn ọkunrin tun le gba akàn igbaya.",https://www.mozocare.com/yo/it%E1%BB%8Dju/itoju-it%E1%BB%8Dju-%E1%BB%8Dgb%E1%BA%B9-igbaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,1,"Awọn ifosiwewe eyiti o le pọ si awọn aye ti nini akàn igbaya pẹlu itan -akọọlẹ idile ti alakan igbaya, awọn jiini ti o jogun, ọjọ -ori, ifihan si itankalẹ, ati isanraju. Awọn aami aisan ti oyan igbaya pẹlu iṣupọ ninu igbaya, iyipada si awọ ara lori igbaya, idasilẹ lati ori ọmu, iyipada irisi ori ọmu, ati odidi ni apa ọwọ.",https://www.mozocare.com/yo/it%E1%BB%8Dju/itoju-it%E1%BB%8Dju-%E1%BB%8Dgb%E1%BA%B9-igbaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,1,"Jejere omu le ṣe awari nipasẹ ibojuwo deede eyiti o pẹlu idanwo ti ara, mammogram, olutirasandi igbaya, ati biopsy àsopọ ọmu.",https://www.mozocare.com/yo/it%E1%BB%8Dju/itoju-it%E1%BB%8Dju-%E1%BB%8Dgb%E1%BA%B9-igbaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,1,"Ni kete ti a ti ṣe ayẹwo akàn igbaya, dokita yoo pinnu ipele ti akàn ati boya tabi ko jẹ metastatic (ti o ba tan kaakiri awọn ọyan). Eyi yoo ṣe iranlọwọ dokita lati ṣe agbero ero itọju kan, ni ọpọlọpọ awọn ọran, awọn itọju le ni idapo. Awọn itọju pẹlu iṣan abẹ aisan igbaya, eyiti o jẹ igbagbogbo a lumpectomy or mastectomy , radiotherapy, chemotherapy, itọju homonu, ati itọju oogun ti a fojusi.",https://www.mozocare.com/yo/it%E1%BB%8Dju/itoju-it%E1%BB%8Dju-%E1%BB%8Dgb%E1%BA%B9-igbaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,1,"Awọn obinrin yẹ ki o ṣe iwadii aarun igbaya aarun igbaya, bi akàn igbaya jẹ iru aarun obinrin ti o wọpọ julọ. Awọn ibeere akoko Apapọ ipari gigun ti ilu okeere Akoko ti o lo ni ita yoo dale lori itọju naa.",https://www.mozocare.com/yo/it%E1%BB%8Dju/itoju-it%E1%BB%8Dju-%E1%BB%8Dgb%E1%BA%B9-igbaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,1,Eyin obirin group ye moni ibere kan fun yin o ninu oyan mejeeji aya yin ( breast) ewo lo ma tobi ju be se ti otun ni abi ti osi ni ?,facebool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,1,"Ti kimoterapi tabi radiotherapy jẹ awọn ọna ti itọju, lẹhinna o le nilo awọn akoko lọpọlọpọ eyiti o le tumọ si iduro gigun ju pẹlu iṣẹ abẹ. Awọn obinrin yẹ ki o ṣe iwadii aarun igbaya aarun igbaya, bi akàn igbaya jẹ oriṣi ti o wọpọ julọ ti akàn obinrin.,",https://www.mozocare.com/yo/it%E1%BB%8Dju/itoju-it%E1%BB%8Dju-%E1%BB%8Dgb%E1%BA%B9-igbaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,1,"Lumpectomy tun ni a mọ bi iṣẹ abẹ itọju igbaya ati pe a nṣe nigbagbogbo lori awọn alaisan ti ko ni awọn ipele ti ilọsiwaju ti akàn. Onisegun naa yoo ṣe abẹ ni igbaya nibiti o ti wa ni tumọ ki o yọ iyọ kuro lati igbaya naa, ati apakan apakan ara igbaya. Lọgan ti a yọkuro, aaye ti a fi n lu lẹhinna ti wa ni pipade pẹlu awọn ifun. Mastektomi le fa yiyọ igbaya kikun pẹlu awọ ara nipasẹ ṣiṣẹda ifọpa ni ayika igbaya.",https://www.mozocare.com/yo/it%E1%BB%8Dju/itoju-it%E1%BB%8Dju-%E1%BB%8Dgb%E1%BA%B9-igbaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,àyà or igbaya,chest ,breast ,bodily function,0,"Agbénipa bẹ́ orí, wọ́n tún la àyà òṣìṣẹ́ ìjọba ní Akure",https://www.bbc.com/yoruba/articles/cxeggl5j0ego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
