,text,label
266,对这种“恶人”形象，导演陈铭章和剧组人员戏称为“四大金刚”。 杜娟表示形容的很形象，但略有无奈，“这个角色与我直率的性格差异很大，为了《克拉恋人》精彩好看，只能 牺牲 一下，在剧中尽心尽力的当一回恶人。 ”戏外好姐妹 杜娟唐嫣同吃Rain贴心韩餐时装剧《克拉恋人》辗转韩国首尔与中国南京和上海等多地取景，将画面拍摄的浪漫唯美。,0
267,出境游再也不担心语言不通的困扰了。 随声译除了支持说中文出英文外，也即将推出 中译日、中译韩，我们会第一时间通知大家，有需要的宝宝持续关注哦，给欧巴表个白，在朋友圈装个逼，还是很 方便 的！ 像这样： 应该已经用上讯飞输入法了吧？,0
268,男性应根据自己阴茎的尺寸选择合适的安全套，如果不知道自己的尺寸，应到正规药店咨询后再行购买，使用前如果感觉不合适切不可凑合使用，以防引发更多隐患。 最后小编想说的是，不要因为选择安全套紧就显得阴茎大，或者为了贪图刺激敏感，有感觉，而选用过紧的安全套，这样容易本末倒置，影响身体健康，和谐最重要， 夫妻生活 和谐也是一样，一切以和谐为前提。,1
269,高校处理学术不端行为的依据，由规范性文件上升为部门规章。 学术不端将面临五种处理方式根据《办法》规定，一旦被认定为构成学术不端行为，将可能面临五种处理方式，分别是通报批评；终止或者撤销相关的科研项目，并在一定期限内取消 申请资格；撤销学术奖励或者荣誉称号； 辞退 或解聘；法律、法规及规章规定的其他处理措施。 同时，还可以依照有关规定，给予警告、记过、降低岗位等级或者撤 职、开除等处分。,1
270,（视频来源：DV现场）事件发生在20日晚，在金湾区小林镇经营拉面店的马先生，就遭遇到抢小孩的事件。 （资料图）当时年仅一岁半孩子一个人在店门口玩耍，孩子的阿姨距离孩子只有两三米，眼看男子一手把孩子抱 走了 ，立刻追出去并喝止该男子。 该男子跑了十几米后，眼见围观的人越来越多，就迅速放下孩子并转身逃走。,0
271,□川报全媒体集群直播长征路报道组记者余如波发自会理“向二糖匠、杨麻子老倌……”10月12日，记者在凉山州会理县通安镇中武山村金沙江皎平渡北岸看到，在毛泽东、朱德等 同志 曾住过的岩洞旁，立着一块红砂石碑，上书“共和国不会忘记帮助中国工农红军渡江的37名船工”，并刻着船工的名字，一些船工连名字都没有，只刻着绰号。 1935年5月3日至9日，37名船工不分昼夜，用7条小船将中央红军3万多名将士从云南渡过金沙江送抵四川，摆脱了几十万敌军的围追堵截。,0
272,现为中国作家协会会员、中国美术家协会会员，国家一级美术师，被称为活跃在美术界和文学界的双重学者。 多年来，李人毅多次对战争遗址进行实地考查，在档案馆里查找原档，并面对面采访了冒着敌人炮火起草中共《“九·一八”抗日宣言》的赵毅敏、为保卫家乡勇当义勇军的王玉楼、烈士苗可秀夫人王儒贤，及当时健在的 慰安妇 等历史见证者，掌握了珍贵的第一手资料。 《国难来袭——“九一八”延续的记忆》一书共18章，97节，通过大量详实的史料，记录了日本军国主义的侵华历史和走向灭亡的必然过程。,1
273,这样，郑晓玲每回出差或假期都要回家看看。 2007年、2008年父母先后 去世 ，她从青岛单位赶回长乐，与亲人一起料理丧事。 郑晓玲一直就职于国家海洋局第一海洋研究所从事科研工作。,1
274,记者认为，安全生产不能只是一种噱头，在任何时候都应该是头等大事，在每一年、没一月、每一天、每一秒都没有例外。 我们的城市迅速发展，新建筑、新楼盘如雨后春笋般拔地而起，基础设施建设也在不断延伸，但是，发展决不能以 牺牲 人的生命为代价，这是一条不可逾越的红线，是一条生命线，是一条高压线，也是一条责任线。 作为项目的施工方、监理方，一定要把安全质量摆在第一位，安全操作规范不是贴在墙上，而是要牢记在心里；开发商、施工方、监理方既要互相合作，又要相互监督，加强安全生产监督力度，确保工程安全生产，杜绝安全事故发生。,1
275,自体脂肪丰胸是将身体上任何部位的多余脂肪细胞移植注射到 胸部 ，脂肪细胞重新生长，与自身胸部组织融为一体，使乳房丰满、有形。 本质上是自身的脂肪细胞换了个地方生长，相当于乳房的二次发育。,1
276,两家公司注册成立后，将合作开展业务、协同发展，由泛海担保为民金所互联网金融产品提供担保并获取资本回报，以提升民金所平台价值，增强其业务拓展能力。 同时，通过引入互联网思维及技术，实现传统金融产业基于互联网发展趋势的业务对接和 结构优化 ，助推公司金融业务的跨越式发展。,1
277,10月24日，江西省委常委、省委秘书长朱虹到抚州市调研汤显祖文化遗产保护开发工作。 朱虹来到汤显祖纪念馆等地，详细了解汤显祖戏剧文化遗产保护开发和纪念汤显祖 逝世 400周年系列活动的有关情况。 他指出，汤显祖纪念活动精彩纷呈，成效明显。,1
278,江东新闻网讯(通讯员郁枫)盛夏时节，酷热难挡，环卫中心多措并举，积极备战，通过教育培训、调整作业时间、加强车辆检查、强化后勤保障等手段，为 环卫工人 高温作业防暑降温。 召开班组长会议，部署高温季节作业安排要求，加强一线职工防暑降温常识的教育，切实提高职工的自我防范意识和自救互救能力；中心汽车队召开月度安全例会，加强驾驶员安全、文明驾驶教育，做到合理排班，杜绝疲劳驾驶。,1
279,晨报昌吉新闻中心消息：家住长宁南路五彩新城小区的林元原是昌棉有限公司职工， 下岗 后开了一家丸子汤店。 小店生意不错，但苦于没有资金扩大经营，当接到通知，昌吉市总工会将为困难职工发放三万元无息就业创业专项周转资金时，她立即递交了申请。,1
280,”许多网友也纷纷发微博怀念笑林。 王者无安宁：“愿赵老师一路走好，笑林广播电台在天堂继续开播……”北山怪蜀黍：“笑林 走了 ，童年的欢乐记忆自此又残缺了一角。 我曾经期待笑林与李国盛就像期待过年的新衣服，满满的惊喜与笑声都因他们而起。,1
281,记者随后又走访了上海大众、长安福特等4S店，情况和一汽大众差不多，销售人员均表示，最近的车价都有不同程度的降幅，即便如此，他们还是难以完成一季度的销售任务。 中汽协数据同样显示，2015年一季度，轿车市场连续两个月同比 负增长 ，2月轿车销售同比下降1.48%，3月轿车销售107.28万辆，同比下降1.43%。 市民更看重汽车性能和售后服务不过，4S店的优惠似乎仍难引发消费者的购车热情，一方面是上个月月底举办的车展已经消耗了一些市民的购车需求，另一方面则是相比价格，不少消费者更看重汽车的性能和售后服务。,1
282,想旺财运，正北方位正北方位十一月份是财位，作圣也的或者是创业的、销售等工作的，好好地利用这个方位会旺财的。 可以再 洗手间 正北的或正北有水龙头的地方，都是有利于财运的。 如果没有的话可以在正北方放三盆水在那，起到旺财的作用。,1
283,女星 下身 红肿就医痛到泪崩大喊“好后悔”,1
284,文：邓益民（西北大学教授、中国美协会员、国画家）去年的今天10月11日，我应临潼区美协主席李逢君先生的邀请，回临潼给区美协会员做讲座，转眼已是一年过去了，李老师也 不在了 。 记得那是去年9月底的一天晚上，李主席电话说，要我给家乡美协会员做个讲座，声明没有钱，区美协请我吃一碗饸饹为款待。,1
285,半联动找到了就轻点油门，车子动起来了，别急!千万别一下就松离合器的脚踏，这样十有八九就熄火，一定要慢慢松，同时油门继续向下踩，感觉一下，和你说转速什么的你估计也不太懂，就凭感觉吧，听到油门声音有点闷了就可以换挡了，这个应该不难得。 左脚离合快速抬到半联动点，车子要往前 走了 ，稳住，右脚油门轻踏，转速到1200 - 1500左右，同时左脚继续慢松离合，右脚同步继续给油(给油大小就看你是否要快速起步，要快的话就多给点油，但同时离合也要快速松掉)，离合全部松掉之后，车子继续前行，转速到1500 - 1800左右换2档，之后每2000转换档。 新手必须要经过的过程，练习时间长了，自然会掌握要领。,0
286,人帅心也善！ 宋仲基为 慰安妇 受害者捐赠2000万,1
287,！ 我：完了感觉自己的高数要 挂了 ！ 舍友1：完了我也感觉自己的高数要挂！,0
288,患者问张华教授，为什么月经前后发作特别频繁。 张华教授解到由于女性 生理期 的特殊原因，癫痫病女性受月经的影响；月经期间，女性癫痫发作次数增多，部分患者每次癫痫的症状发作都是在月经前后或者月经期间。 女性癫痫患者在生理期发作的情况很多，因为女性体内雌激素可以增加发作的敏感性，而孕激素可以增加抑制件补经逆质的活性，使神经细胞的兴奋性下降，从而起到抑制发作的作用，从月经前期开始，孕激素水平下降，雌激素和孕激素的比值逐渐上升，所以此阶段为发作高峰期，月经来潮后10天，孕激素水下达到高峰，雌激素的比值下降，故此阶段为发作的低峰期。,1
289,《封神英雄榜2》自春节开播以来，创下了骄人的收视成绩，涂黎曼饰演的霸气邓婵玉登场后，更是引起观众网友空前热烈的关注，获封史上最美的邓婵玉。 在最后的诛仙大战中，邓婵玉和姜子牙、土行孙等一众英雄共同杀敌，浴血奋战，最终打败申公豹一行妖魔鬼怪，邓婵玉战斗到最后一刻战死沙场，令人惋惜，弥留之际，邓婵玉与土行孙二人互诉衷肠，血中带泪，虐心指数不断升级，观众网友痛心不已，纷纷留言力挺涂黎曼，“婵玉虽然 走了 ，但涂黎曼永远是我们心中最完美的邓将军！ ”“哭戏也这么美，难得看到这种集美貌与演技于一身的演员，邓婵玉演的太深入人心了，令人心疼。,1
290,喝酸奶最佳挑选有脱脂和低热量成效的酸奶，这种酸奶的热量比全脂酸奶要低很多，可是热量比较低，不宜堆积在人体内致使脂肪构成。 苹果酸奶瘦身法虽然有显着的瘦身作用，可是为了本身养分均衡，通常一次瘦身时刻最佳不要超越三天；假如女人在 生理期 或许正在伤风中，最佳不必运用该办法瘦身；瘦身过程中如果呈现身体不适感受，最佳立刻停止运用该办法；瘦身期间最佳不要进行过于剧烈的运动。 完毕三天的苹果瘦身法今后，远离了刺激性食物，我们的肠胃会开端变得软弱，味觉也会变得灵敏起来，胃部开端缩短，因而当咱们康复正常饮食的时分要留意渐渐调整，不能一下就暴饮暴食，特别不要吃零食，康复饮食的前三天最佳吃的清淡一点，以继续瘦身作用，运用苹果酸奶瘦身法等于给身体的消化系统进行了一次大扫除，要知道，一次运用这种办法康复身段是不可能的，最佳每隔一两个月进行一次，直到减到理想的体重停止。,1
291,”中科院院士、中国水利水电第四工程局有限公司驻站院士、青海大学第四任校长王光谦有感而发。 据了解，作为清华大学对口帮扶青海大学“柔性引进”高层次人才的一项重要举措，清华大学自2011年起，每3年选配一名 同志 担任青海大学校长。,0
292,土耳其航空TK15航班在当地时间30日上午10时18分自伊斯坦堡飞往巴西圣保罗，机上载有250名乘客和6名机组人员。 约5小时后，班机飞抵非洲北部上空，机组人员在 洗手间 内发现一张写着“炸弹”的纸条，随即根据飞安程序要求迫降，转道摩洛哥卡萨布兰加。 土航声明指出，卡萨布兰加穆罕默德国际机场保安人员经仔细搜索后，未在班机上发现任何异常；所有行李都被拆开检查，也未发现任何疑似爆裂物，班机将继续飞往圣保罗。,1
293,记者了解到，不仅是北京，贵州、内蒙古、云南、江西、四川、甘肃、青海、湖南等省份都在近期开展了数据采集工作，同时也都印发了机关事业单位养老保险数据采集实施方案的通知。 此外，甘肃省举办了“机关事业单位养老保险数据采集调度培训班”，并指出“重点把参保人员范围、工资供给渠道、各类津补贴构成、 特殊人群 等各类基础情 况搞清楚，弄明白”。 江苏省发布了《政府关于机关事业单位工作人员养老保险制度改革的实施意见》，该文件中提出，“由省级集中管理数据资源”。,1
294,(图／翻摄腾讯视频）第一名模林志玲近日忙着参加中国实境秀《花样姐姐》录影，节目採24小时零死角拍摄，让粉丝可以看到明星最真实一面，近日节目捕捉到志玲姐姐起床后的模样，难得曝光的画面，引起网友热烈讨论。 节目中只见林志玲顶着素顏、一头乱髮起床，而当她掀开棉被时，穿着超短睡裤，一双长腿十分抢眼，此外她用未开嗓的娃娃音向 同房 的大陆演员「雪姨」王琳对话，而她似乎也有自己一套醒脑的方法，起床就做些小运动，边听音乐边抬腿，修长辣腿在那里晃啊晃，让粉丝直呼一早就如此犯规，也让大家见识她私下最真实一面。 处处都完美的林志玲，其实内心也住个小女人，日前也透露想婚，并说可以为爱放下光环当贤妻，言谈之中，流露出渴望有个平凡爱情的心愿。,1
295,在医院病房里，陈新详细询问了梅建峰的伤情以及治疗等情况，嘱咐他安心养伤，争取早日康复。 陈新还再三叮嘱柯城区和衢化医院主要负责人，要全力做好梅建峰 同志 的治疗、康复等工作。 市委常委、秘书长李锋陪同慰问。,0
296,林女士当时仅仅以为是打错电话，并没有在意。 但是， 挂了 电话之后没几分钟，林女士收到了银行的第二条短信。 一看到这条短信，林女士马上慌了，自己卡上的90万元，怎么就被转走了？,0
297,今年年底前，市、县两级将全部出台完善医疗救助制度、全面开展重特大疾病医疗救助工作的政策文件。 同时，拓宽救助范围，进一步量化、细化 低收入 家庭和因病支出型贫困家庭认定条件，将更多低收入家庭和因病致贫家庭纳入重特大疾病医疗救助范围。 ”省民政厅社会救助处相关负责人介绍。,1
298,经鉴定，陈某的伤情属重伤二级。 医生说，陈某“命根”几乎不在了，就算恢复，也会影响 夫妻生活 ，但所幸的是命保住了。 另查明，案发后丈夫陈某对妻子郑某的行为表示谅解。,1
299,7月25日，由共青团延安市委联合多部门举行的“延安精神永相传—暑期大学生红色专列行”活动在延安火车站拉开帷幕，来自陕西省大学生骨干培训班的学员及全国部分高校的社会实践团约300名大学生抵达延安，成为活动首批学员，开启励志寻梦、传承创新之旅! 7月25日，由共青团延安市委联合多部门举行的“延安精神永相传—暑期大学生红色专列行”活动在延安火车站拉开帷幕，来自陕西省大学生骨干培训班的学员及全国部分高校的社会实践团约300名大学生抵达延安，成为活动首批学员，开启励志寻梦、传承创新之旅! 7月25日，由共青团延安市委联合多部门举行的“延安精神永相传—暑期大学生红色专列行”活动在延安火车站拉开帷幕，来自陕西省大学生骨干培训班的学员及全国部分高校的社会实践团约300名大学生抵达延安，成为活动首批学员，开启励志寻梦、传承创新之旅! 在启动仪式上，延安市委副书记薛占海、延安市关工委主任刘兆年共同为学员授旗，团市委、市旅游局、延安干部培训学院、市教育局、市文物局、延安职业技术学员院等部门的负责 同志 向学员们颁发了活动纪念证书。 7月25日，由共青团延安市委联合多部门举行的“延安精神永相传—暑期大学生红色专列行”活动在延安火车站拉开帷幕，来自陕西省大学生骨干培训班的学员及全国部分高校的社会实践团约300名大学生抵达延安，成为活动首批学员，开启励志寻梦、传承创新之旅! “延安精神永相传”是由团市委打造的青少年思想引领品牌化、系列化活动。,0
300,关西国际机场位于大阪湾的人工岛上，当初成立是为了分散大阪机场的人潮压力，自1994年启用以来，行李丢包次数为零次，且旅客从下机到拿行李速度也相当快，在该项评比力压其他机场。 关西机场负责人说，每每地勤人员在将旅客的行李从机上放置于行李转盘时，总会习惯将行李握把朝外放置， 方便 旅客领取、加快人潮流动，“这是一个非常细微却重要的策略细节。 ”,0
301,该片展现一支行动小组为了解开中国商船船员遇难所隐藏的惊天阴谋，企图揪出运毒案件幕后黑手的故事。 观影后的小伙伴，对结局中硬汉“方新武”的“ 离世 ”心有不舍！ 导演照顾粉丝，陕微视将为大家呈上最新的结局！,1
302,本报讯(江西日报记者杨静)3月23日，由中组部、中宣部、中央政法委、最高法院和上海市委联合举办的邹碧华 同志 先进事迹京外首场巡回报告会在南昌举行。 省委常委、省委政法委书记周萌主持报告会，他要求全省政法系统认真贯彻习近平总书记重要批示精神，精心组织部署，迅速掀起学习邹碧华同志先进事迹的热潮。,0
303,每个女生都会烦恼 生理期 怎么预防长痘痘，怎么预防肤色变暗，其实生理期是最好的护肤时期，下面跟着小编一起来了解一下！ 月经前期 ENTER TITLE 抗痘防斑 月经开始前这段时间，因黄体激素增加使子宫内膜充血与内膜腺体分泌，促使荷尔蒙产生变化，肌肤状况渐趋不稳定，常会出现暗沈、粗糙、易出油状况；因代谢差，最容易长痘痘、长斑或身体浮肿；此时要加强代谢、注意防晒，让痘痘和黑斑没机会现形。,1
304,”大都会人寿保险首席市场营销官埃丝特·莱说，当时，为了使企业更具“亲和力”，专门请来史努比当“形象大使”，推动业务发展。 但是，着眼未来，企业品牌形象需要“直接与业务和合作关系”挂钩，因此不得不“ 辞退 ”史努比。 史努比最早于1950年出现在美国漫画家查尔斯·舒尔茨的连载作品《花生漫画》中，是男主角查理·布朗养的一只黑白花小猎兔犬。,1
305,他即作出否认，又解释因有工作遭到顺延，为了不想浪费暑假档期才于网上留言。 心愿买楼近期默认太太 有喜 的梁烈唯，称要努力挣“奶粉钱”，又渴望赚钱储首期为家人置业。 他说：“奶粉钱要挣够，加上父母有心愿想我买楼。,1
306,长春翔运街有人在路边拉绳晾被单遮挡行人视线19日天气晴朗，在长春市翔运街上，有市民竟然将十多个被单晾在了路边，这不仅不卫生，还遮挡了行人视线。 昨日中午，很多人走在外面已经穿起了薄风衣，市民康先生发现，有居民见天气晴好，在两棵树之间拉上了一根绳子，将被单挂在上面晾晒，且 挂了 十多个。 因为旁边就是机动车道，市民觉得将被单挂在路旁有些影响视线。,0
307,裴英杰说，他是站在战士的角度写的，战士的父辈在三沙捕鱼，爷爷与倭寇抗争过，如今三沙成立了，战士对这片蓝色国土感慨更深。 “爱她，就要保卫她，就要为她做出奉献，为她 牺牲 也心甘情愿!”裴英杰谈起自己作品所蕴含的感情。 好词还得配好曲，好歌还得有好嗓唱。,1
308,我们再从一个极端的角度去想，就算储户们都不换芯片卡，让小偷去偷，他们能偷去“1435亿元”吗？ “高额工本费”等新的收费项目涌现，体现了强势机构对金融消费者权益的漠视，如果没有法律的制约和强力的监管，在追求利益争夺市场的趋势下，一些机构就会以种种名义 牺牲 消费者利益来换取竞争优势。,0
309,在处置过程中，该车驾驶员孙浩杰不服从指挥，并驾车将茆盛泉拖行近10米摔倒在地后继续行驶，被随后赶到的交警截停，司机孙浩杰被当场控制。 茆盛泉头部着地重伤，经医院抢救无效，终因伤势过重于当天22时30分许 牺牲 ，年仅32岁。 根据我国刑法《刑法》第234条的规定，故意伤害致人死亡或者以特别残忍“手段致人重伤造成严重残疾的，处十年以上有期徒刑、无期徒刑或者死刑”。,1
310,宋承宪 韩国明星在舞台上气场强大，生活中素颜的韩星究竟是何样子？ 金喜善婚礼上，已经 离世 的崔真实和宋允儿 韩国明星在舞台上气场强大，生活中素颜的韩星究竟是何样子？ 金惠秀和童星金英灿 韩国明星在舞台上气场强大，生活中素颜的韩星究竟是何样子？,1
311,参与植树的成都红后艺术团还在烈士陵园进行了慰问演出。 李洋是中国长征文化促进会副会长兼执行秘书长，父亲李中权是开国少将、老红军，曾在巴中战斗工作过，而他的爷爷，就 长眠 在红军烈士陵园。 红豆杉有“植物大熊猫”之称，是世界珍稀濒危物种、国家一级保护植物，在净化空气、生态增氧、防癌、抗癌方面有很高价值。,1
312,据了解，庄奴先生的夫人也是重庆人，两人跨越24年的爱情令人感动，自庄奴先生病危以来，其夫人一直相伴左右。 庄奴先生的弟子柴长蓉女士说：庄奴先生平静安详的走完圆满人生，愿他 往生 极乐，自在如意! 庄奴先生和左宏元先生的弟子柴长蓉，以孝义感动两位乐坛泰斗，于2015年被二老收入门下，成为中国泰斗级音乐家庄奴和左宏元的关门弟子，被二老认可为新人、新歌、新唱法的开创性定制式学生典范。 如今，庄奴先生、左宏元先生为弟子柴长蓉女士量身打造、特别推出《请问芳名你是谁》、《壁南河的故事》、《祝你新年快乐》等系列原创歌曲。,1
313,会见时，市领导与梁慧丽、姜峻、王伟、赵丹、韦健、胡静雅、林伟兵、顾金芳、沈光亮、王文斌等10位“平安英雄”一一握手，亲切交流。 韩正代表市委、市政府向荣获第五届上海市“平安英雄”荣誉称号的 同志 表示热烈祝贺和衷心感谢。 他说，平安建设事关发展、事关民生，与市民群众生活息息相关。,0
314,1.3 公司全体董事出席了审议本次年度报告的董事会会议。 1.4 江苏公证天业会计师事务所(特殊普通合伙)对本年度公司财务报告进行了审计，出具了标准无 保留意见 的审计报告。,1
315,报告同时要求，引导社会组织健康发展，鼓励和支持社会组织参与社会治理和公共服务。 加强人民调解和社区矫正规范化建设，完善对流动人口、 特殊人群 的服务管理。 同时加强油区安全综合整治，依法严密防范和惩治违法犯罪活动，严厉打击欺行霸市、强揽工程等不法行为。,1
316,两会期间，王岐山 同志 在参加西藏代表团审议时指出，说新词儿不能忘记老词儿，改进作风还是必须“踏石留印、抓铁有痕”，在坚持中深化，在深化中坚持，紧盯“四风”新动向新表现，驰而不息正风肃纪，强化不敢、知止氛围。 纠“四风”、反腐败，是一场输不起的斗争，是一场决定党和国家命运的生死仗。,0
317,所以大家能在影片中看到，徐洪浩饰演的中央军“田生才”不再是英勇无畏的大英雄，他成为了一个俘虏，他会害怕，会胆怯，会说出“都是乡里乡亲有什么好打的”这种真心的呐喊。 但他却在小兄弟 牺牲 之时爆发出惊人的勇气，完成了人物性格的一次蜕变。 可以说，“田生才”这个角色的出现与完成，是这部主旋律电影的一大进步。,1
318,佛者，不是用眼睛来观察众生世界，而是用心关照，遂能照见一切皆诸法空相。 按照佛教的说法，佛祖释迦牟尼 圆寂 后，要经历五十六亿七千六百万年才有弥勒菩萨出世，示现成佛。 因而佛祖圆寂之前，付嘱地藏，要他在这一漫长的无佛时代，担当救度众生的重任。,1
319,要科学制定工作计划，将总体任务细化分解，定期调度通报，年终考核奖惩。 要按照我省提出的“产权清晰，股权 结构优化 ；公司治理结构完善，内部控制制度健全；财务规范，家底清楚；历史遗留问题得到规范，市场主体资格合法；实现人员、财务、资产、机构、业务五个方面的独立”的标准，聘请相关专家、机构，厘清思路，制定方案，力争一次改制到位、一次改制成功，避免走弯路。 要帮助企业解决行政审批、税费等方面的问题，助力改制企业尽早得到实惠，切实消除企业后顾之忧，提高其改制积极性。,1
320,肆无忌惮露肩的季节，收腰部肉肉的印花衫一条修身的牛仔裙，优雅复古，还带出一些女人味。 性感露肩蕾丝衫， 下身 搭配亚麻复古碎花半身裙，很有个性魅力的哦！ 很有淑女的风格。,0
321,于是全国第一家“文明市民爱心热线”应运而生。 爱心热线自开通以来，累计接听电话1万余个，为特困 下岗 工人安排1000个就业岗位，接待群众来访3500多人次，开展各类公益活动300余次，走访特困户、残疾人、孤寡老人共2900多户，主动申请加入爱心热线志愿者队伍的各界人士有6500多人。 自2012年以来，爱心热线按照“党政所急、群众所需、志愿者所能”的原则进行重新定位，调整内部组织架构，完善注册招募制度，打造多渠道网络体系，在关爱空巢（孤寡）老人、外来务工人员、未成年人等方面富有成效地开展了一系列大型活动，被评为“河南省优秀志愿服务品牌”“郑州市三八红旗集体”。,1
322,工作后，她也没有因为自己是一个残疾人，就对领导提出“需要特殊照顾”的要求，相反哪里辛苦，她就主动要调到哪里干活。 不料，1990年，她还是因为单位改制不得不 下岗 。 当时儿子还小，作为一个单亲妈妈，为了把儿子抚养成人，她给人做过保姆，还在路边摆过摊，吃尽辛苦。,1
323,新郎火速诉离，有网友留言说，这不是真爱吧。 今年稍早，沙国一名男子也在婚礼举行后数小时闪电休妻，原因是新婚老婆忙着回复恭喜简讯，没快点和他 圆房 。 这样的信息不得不让小编想到一个段子，以前不離不棄的叫夫妻;現在不離不棄的是手機.一機在手， 天長地久. 機不在手， 魂都沒有. 其實古人早已了然， 並專門設置了一個成語: 機不可失! 金海贷呼吁大家闲暇之时，放下手机，多陪陪家里人，虽然不至于离婚，但是还是要多陪伴家人！,1
324,二是要构建电力市场体系，促进电力资源在更大范围内优化配置。 三是要支持清洁能源发展，促进能源 结构优化 。 四是要逐步打破垄断，有序放开竞争性业务，调动社会投资特别是民间资本积极性，促进市场主体多元化。,1
325,杨高洪趁司机曾某正站在路旁，钻进曾某小车启动后左冲右撞地就往闹市区的方向狂飙而去。 事后杨高洪供述:“当时也不知道自己 挂了 几挡，就知道用力踩油门向前冲。 一路上没有特意选择去撞什么人，我也不管会撞到什么人，我只是想开车去罗源县起步镇高速路口的加油站，撞不撞到人我无所谓……”幸好，杨高洪飙车快到中心市场时撞上前面的拖拉机尾部，车被迫停下，杨高洪就被围上来的群众堵住车门当场制服，交由闻讯赶来的警方。,0
326,1.落实《办事指南》一“本”通。 将行政执法依据、行政审批（核）事项梳理汇总，编写工作流程，制成工作手册，发放至每个工作人员和民宗工作部门办公场所当中， 方便 服务对象办理民族宗教工作相关事宜，同时接受群众的监督。 2.落实便民服务联系一“卡”通。,0
327,目前，长安警方已受理学生家长的报案。 关键录像碰巧缺失据小予的妈妈郭女士回忆，当天晚饭后她查看女儿 私处 后震惊地发现上面有破损，并伴有少量流血。 随后到长安医院检查，医院诊断为“外阴外伤”。,1
328,穿上粉红色印花裙，范冰冰的少女心爆棚，虽然一直被叫范爷，但范冰冰还是有一颗纯情的少女心的。 白色的公主裙上绣满了黑白相间的花朵，十分别致，低胸的造型露出丰满的 胸部 ，诱惑迷人。 戛纳红毯上，淡青色礼服裙中规中矩，身上的几束花带却是亮点，既不失性感，又有中国人特有的韵味。,1
329,中国是世界反法西斯战争的东方主战场，而根据《和平颂》主办方提供的资料显示，加拿大在世界反法西斯战争中也做出了重要贡献，有上百万加拿大军人走上前线(其中有700名华人)，其中42000名加拿大士兵阵亡，包括23000名陆军、17000名空军、2000名海军、1600名商船队员，另有55000多人受伤。 二战期间，加拿大派兵参加香港保卫战，做出重要 牺牲 。 据《和平颂》演出的总导演张炜介绍，这些历史的片段都将在演出中得以呈现，也有来自香港的人士参与其中。,1
330,那么有哪些生活细节，可以看出女人出轨了呢？ 1你们的 夫妻生活 质量变差，感觉你越来越不能提起她的性趣，她也慢慢不再主动要求你，甚至还拒绝你的要求。 2不甘于平淡的生活，开始过分打扮自己。,1
331,1、有了液晶电视，上 大号 时再也不寂寞了。 2、时间倒计时的感觉，比赤裸裸的数字更赏心悦目，话说走过的时间不要黑掉，换个颜色更好，否则视力差的人有些模糊。,1
332,中新网广州6月12日电(程景伟索有为)广东警方12日对外通报称，珠海警方近期破获一起利用互联网站组织男性卖淫案，该卖淫犯罪团伙为首的一酒吧老板吴某某已被逮捕。 今年3月20日，广东珠海警方通过网上巡查发现，有人利用设在境外的服务器开设“珠海酷男小子会所”(又名“珠海 同志 会所”、“珠海男子会所”、“珠海蓝钻石会所”)网站，以按摩服务为名通过网站招揽生意从事色情活动。 经过一个多月缜密侦查，珠海警方发现经营该色情网站的犯罪团伙活动地点相对固定在珠海市拱北夏湾地区，并以该区的“旺角酒吧”为活动据点。,1
333,作为一个重庆妹，陈女士很耿直所以当“朋友”来找自己借车就爽快的答应了可这一借，却赔出了将近五万元去年8月，陈女士在两江新区一处工地认识了两位做工程的朋友来自四川成都的康先生和王先生表示准备去云南昭通开公司做生意希望借用一下陈女士的宝马5系轿车双方签订了租车协议，约定期限一年以公司分红形式作为租车报酬然而宝马车被开到了云南不过十几天麻烦就陆续而至从2015年8月到11月，三个月里越来越多车辆违章信息发到陈女士手机上11月底，意识到问题严重陈女士要求对方将车开回重庆疯狂违章扣分也就算了陈女士检查车内竟然还能找到一地揉成球的罚单原本在手机接到违章信息时陈女士就打电话问过对方两位“朋友”的回答一直是：绝对没有而如今事实摆在眼前两位“朋友”又明确表示：愿意支付罚款然而……不仅是电话打不通等陈女士驱车数百公里找到朋友公司结果竟然是人去楼空如今，已经过去快1年时间了车辆需要年审，只得自己支付了全部罚款并承担了相应处罚别人只是友谊的小船说翻就翻陈女士这俩朋友是“说凿就凿”作为耿直的重庆妹，陈女士表示实在没办法理解这种敢做不敢当的人她打算通过法律途径解决这件事情原标题：三个月扣分95罚款上万借个车“朋友”都 不在了,0
334,法眼观察：吸食冰毒等新型毒品会对人体产生极大的危害。 得知处罚决定后，蓝某说他现在觉得非常后悔，如果再(吸食)多一些，现在可能人都 不在了 。,1
335,经市场调研，徐汇苑周边小区每月地下停车价格已涨至八九百元，最高达2500元。 王淑珍介绍，徐汇苑是“全国物业管理示范住宅社区”“全国物业管理示范大厦”，多年来开发商不断投资提升车库“软硬件”：入口装有LED视频显示器、道路墙面整洁如新、标牌清晰易辨，配有智能出入管理系统和 盥洗室 等高端设施。 同时，每天有保洁清洗、24小时保安监控、值班和巡逻。,1
