,orig_text,Category,PET,edited_text
567,点击上方蓝字关注“24小时医学频道”1、患者女性，32岁。患有抑郁症，有严重睡眠紊乱，护士观察到患者睡眠的特点是A早醒B易醒C入睡困难D睡眠过度E时醒时睡2、患儿男，8个月。母乳喂养，6个月起添加辅食，为了保证其生理需要，其每日摄入热量为A 60kcal/kgB 70kcal/kgC 80kcal/kgD 90kcal/kgE 110kcal/kg3、对手术室医护人员的手、物品进行定期细菌培养的周期是A 每天B 每周C 每两周D 每月E 每季度4、护士甲在为一卧床患者翻身时，其家属询问患者更换卧位间隔时间的根据，请你指出最合适的解释A 患者的要求，最长不超过1小时B 患者的病情及局部受压程度C 护士工作时间的安排来决定D 家属的意见，随时进行E 皮肤疾患的程度5、为避免骨折断端的移位，急救及护理中应特别注意A 原暴力作用方向B 肢体自身重量C 肌肉牵拉作用D 固定搬运方法E 局部加压包扎6、肾前性肾衰竭的病因是A 急性肾小管坏死B 肾病综合征C 输尿管结石D 急性血容量不足E 过量应用抗生素7、胸膜腔内压力超过大气压的胸部损伤是A 闭合性气胸B 开放性气胸C 张力性气胸D 多根多处肋骨骨折E 心脏挫伤8、乙脑的主要传播途径是A 血液传播B 虫媒传播C 飞沫传播D 消化道传播E 密切接触传播9、心房颤动时未接受药物治疗，房室传导正常的心室率为A 100～160次/分B 180～220次/分C 250～350次/分D 350～600次/分E 600～800次/分10、选择抗生素最理想的依据是A 脓液的性质B 细菌的种类C 细菌药敏试验D 感染的严重程度E 药物的抗菌谱答案1．正确答案：A2．正确答案：E3．正确答案：D4．正确答案：B5．正确答案：D6．正确答案：D7．正确答案：C8．正确答案：B9．正确答案：A10．正确答案：C题目·号外? 如需护理、药师、三基、中医等更多题库?后台回复“题目”，参与本次活动，获取账号? 如您有其他建议，请留言说明。来源：“24小时医学频道”微信号 24小时医学频道深度！有料！定制！欢迎赐稿、推广合作！邮箱：chenhan@24hmb.com视频改变医疗，每天都有料！,0,胸部,患有抑郁症，有严重睡眠紊乱，护士观察到患者睡眠的特点是A早醒B易醒C入睡困难D睡眠过度E时醒时睡2、患儿男，8个月。 母乳喂养，6个月起添加辅食，为了保证其生理需要，其每日摄入热量为A 60kcal / kgB 70kcal / kgC 80kcal / kgD 90kcal / kgE 110kcal / kg3、对手术室医护人员的手、物品进行定期细菌培养的周期是A 每天B 每周C 每两周D 每月E 每季度4、护士甲在为一卧床患者翻身时，其家属询问患者更换卧位间隔时间的根据，请你指出最合适的解释A 患者的要求，最长不超过1小时B 患者的病情及局部受压程度C 护士工作时间的安排来决定D 家属的意见，随时进行E 皮肤疾患的程度5、为避免骨折断端的移位，急救及护理中应特别注意A 原暴力作用方向B 肢体自身重量C 肌肉牵拉作用D 固定搬运方法E 局部加压包扎6、肾前性肾衰竭的病因是A 急性肾小管坏死B 肾病综合征C 输尿管结石D 急性血容量不足E 过量应用抗生素7、胸膜腔内压力超过大气压的<胸部>损伤是A 闭合性气胸B 开放性气胸C 张力性气胸D 多根多处肋骨骨折E 心脏挫伤8、乙脑的主要传播途径是A 血液传播B 虫媒传播C 飞沫传播D 消化道传播E 密切接触传播9、心房颤动时未接受药物治疗，房室传导正常的心室率为A 100～160次 / 分B 180～220次 / 分C 250～350次 / 分D 350～600次 / 分E 600～800次 / 分10、选择抗生素最理想的依据是A 脓液的性质B 细菌的种类C 细菌药敏试验D 感染的严重程度E 药物的抗菌谱答案1．正确答案：A2．正确答案：E3．正确答案：D4．正确答案：B5．正确答案：D6．正确答案：D7．正确答案：C8．正确答案：B9．正确答案：A10．正确答案：C题目·号外? 如需护理、药师、三基、中医等更多题库?后台回复“题目”，参与本次活动，获取账号? 如您有其他建议，请留言说明。 来源：“24小时医学频道”微信号 24小时医学频道深度！
568,新华网北京3月21日电（记者彭卓）心胸血管外科是在最危险的部位进行手术，对于保证病人安全的麻醉来言，心胸血管麻醉风险最高、难度最大。由北京阜外医院、解放军总医院等联名发起的中国首个心胸血管麻醉学会20日在京成立，旨在推进制定发展规划，开展心胸血管麻醉临床研究、人才培养及国际交流等，标志着中国心胸血管麻醉科研、临床将进入一个崭新的发展阶段。根据“中国心血管病报告2014”，目前全国仅心血管病病人就约2.9亿，如加上胸部肿瘤等疾病，患病人数将远远超过3亿，其中部分病人需要外科手术治疗。提高心胸血管疾病防治的水平，已成为我国公共卫生事业的一项重要任务。中国心胸血管麻醉学会经九三学社中央提案，由6家知名医院及国家心血管病中心主任胡盛寿院士、上海心血管病研究所名誉所长陈灏珠院士、全军心血管病研究所所长高长青教授等8位专家联名发起，2015年1月26日由民政部批复筹备成立。国家心血管病中心副主任、阜外医院院长胡盛寿院士表示，目前庞大的病人的需求和中国心胸血管发展的现状形成了巨大的反差。数据显示，近年来我国心胸血管外科的手术量每年均以20%以上的速度增长，2014年仅心血管手术数量已近30万例，但与我国实际需要相比，仍相差很远。美国心胸血管疾病的患病率低于我国，但美国每年仅心脏和大血管的手术数量就达50万至60万例。心胸血管外科手术是外科手术领域中发展最快、需求量极大的专业。学会负责人、北京阜外心血管病医院麻醉科主任李立环表示，由于心胸血管麻醉的特殊性，世界各国的医学界几乎都成立了心胸血管麻醉学会或协会。我国无心胸血管麻醉学术组织，很多医院缺少合格心血管麻醉医生，此方面的学术交流在国际上被边缘化。目前国际上已广泛建立心胸血管麻醉的各项指南与路径，心胸血管麻醉医师培训规范及心胸血管麻醉医师的资格认证。我国这些方面均为空白，与欧美发达国家存在很大的差距。专家认为，中国心胸血管麻醉学会的成立，将有助于推动我国心胸血管麻醉医师的培训和心胸血管麻醉指南的建立，同时将对降低心胸血管外科病人的手术死亡率和住院死亡率及致残率做出贡献。,0,胸部,由北京阜外医院、解放军总医院等联名发起的中国首个心胸血管麻醉学会20日在京成立，旨在推进制定发展规划，开展心胸血管麻醉临床研究、人才培养及国际交流等，标志着中国心胸血管麻醉科研、临床将进入一个崭新的发展阶段。 根据“中国心血管病报告2014”，目前全国仅心血管病病人就约2.9亿，如加上<胸部>肿瘤等疾病，患病人数将远远超过3亿，其中部分病人需要外科手术治疗。 提高心胸血管疾病防治的水平，已成为我国公共卫生事业的一项重要任务。
569,注意做拉伸动作，使身体迅速进入兴奋状态。 三大好处NO.1避免韧带拉伤。身体在安静状态下，韧带大多处于松弛状态，而热身中做的各种拉伸韧带的动作，可以让韧带拉伸并处于紧张状态，这可以避免很多伤害。NO.2增加关节囊中的关节液。关节囊在热身中受到刺激后会产生大量关节液，关节液也叫滑液，可以减轻关节面之间的摩擦作用，是我们在剧烈运动中不容易损伤关节面。NO.3使运动中枢更加活跃。热身后人体大脑会进行各种复杂的调节，使机体处于一种兴奋的运动状态。以下推荐一组跑步前后必做的经典拉伸动作，每次都要做，不要偷懒省略了。1.胸部两手放在背后交叉互握，身体向后方伸展，并将胸部挺起。 2.肩背部双手交叉互握，向头顶上方伸直，维持数秒。 3.上半身手臂向上伸直，双手互握，将身体弯向一侧，然后弯向另一侧，重复数次。 4.肩背部与上半身一只手朝头上伸直，弯曲手肘，手掌触碰肩胛骨，另一只手握住手肘部位并往一侧拉，身体同时向相同方向倾斜。左右交替进行。 5.肩背部与上半身一只手臂抬高伸直贴向胸部，另一只手臂弯曲夹住抬高的手臂。保持这个姿势转动上半身，并维持几秒。然后换边重复。 6.大腿（前侧）弯曲单边膝盖，将脚置于腰部侧面。维持此动作，将身体慢慢向后仰。双腿交替进行。 7.大腿（前侧）弯曲单边膝盖，以另一只腿的膝盖着地。将手放在膝盖上，另一只手握住脚尖，将脚后跟推向臀部。 8. 大腿后侧与膝盖内侧坐姿，双腿并拢并往前伸直。挺直背部，以双手触碰脚尖。技巧 9.腰部与大腿后侧双脚并拢站好，将上半身向前倾。尽量用手去触碰地面，碰不到也没关系，膝盖保持伸直。 10.膝盖内侧与大腿后侧交叉双脚，伸直后腿的膝盖，将身体重心放在前脚，将身体前倾。左右脚交替进行。 有了这组拉伸动作妈妈再也不用担心我跑步抽筋小腿变粗了 囚徒健身，我们的努力只为每一个平凡的你。关注囚徒健身微信平台：qiutujs回复您的身体信息，为您定制专属您的健身计划（本文内容来源于网络 版权归原作者所有）,0,胸部,以下推荐一组跑步前后必做的经典拉伸动作，每次都要做，不要偷懒省略了。 1.<胸部>两手放在背后交叉互握，身体向后方伸展，并将胸部挺起。  2.肩背部双手交叉互握，向头顶上方伸直，维持数秒。
570,中国徐州网-彭城晚报讯（记者周爱田）酷热难耐，万人游泳场成为市民消暑好去处。加上今年更换的海砂，特别吸引小朋友。这个夏季，万人游泳场入场人数不断刷新。7月24日一天，万人游泳场人气爆棚，全天共迎来近15000人，创下新纪录。去年，万人游泳场人数最多的时候集中在8月上旬。去年的8月2日开始，3日，4日，连续三天有超过12000人涌进万人游泳场，这里俨然成为徐州市民纳凉休闲的首选之地。今年，万人游泳场在7月23日、24日两天迎来入场高峰。纳凉最集中的时段集中在晚上6点到8点。万人游泳场内，人头攒动，人声鼎沸，游泳场内，沙滩上，甚至连草坪上都挤满了纳凉市民。云龙湖万人游泳场东西长1500米，南北宽100米，作为国内最大的内湖游泳场，每年夏天都会迎来数十万游泳纳凉的市民。今年，万人游泳场从7月正式开放。更换了海砂之后的万人游泳场，游泳游玩条件和环境都得到了提升，吸引了更多市民前来。游泳场负责人孙建军说，7月24日当天，适逢周日，万人游泳场人气爆棚，全天迎来近15000人，创下新纪录。前来纳凉的人多了，有两个事情需要提示一下。一是安全。孙建军说，7月24日晚上，就有人不顾劝阻游出深水区的警戒灯，后因体力不支呼救，被救护人员及时救助。安全问题不容忽视。孙建军提示说，万人游泳场东西长1500米，南北宽100米，水深（根据水库蓄水量）岸边约1—1.2米，逐渐加深至警戒灯处约 2—2.2米。游泳者应根据自己的水性和能力选择深浅水域游泳，但不要进入超过自己胸部的深水区游泳，不要超越黄色警戒线，更不要到警戒灯以外的区域游泳。另外一个，不要在室外更衣。晚上去万人游泳场的人多了，在室外更衣的人也多了。万人游泳场设置有更衣场所，有人为了省更衣室的钱，在室外更衣，引起其他游客不满。最后一点，和往年一样，万人游泳场以外的区域，为禁游区域。,0,胸部,孙建军提示说，万人游泳场东西长1500米，南北宽100米，水深（根据水库蓄水量）岸边约1—1.2米，逐渐加深至警戒灯处约 2—2.2米。 游泳者应根据自己的水性和能力选择深浅水域游泳，但不要进入超过自己<胸部>的深水区游泳，不要超越黄色警戒线，更不要到警戒灯以外的区域游泳。 另外一个，不要在室外更衣。
571,中新社华盛顿4月9日电位于美国马里兰州的美国人口普查局9日傍晚发生枪击事件，一名警卫中枪不治身亡。枪手随后逃离现场，最终在华盛顿东北部被捕。华盛顿警察局局长拉尼尔9日晚对媒体表示，当地时间9日下午5时30分左右，华盛顿警方接警称，一名男子绑架了其女友并驾驶一辆绿色本田车逃逸。6时15分左右，这名男子驾车来到马里兰州休特兰的美国人口普查局，该地距离华盛顿约16公里。拉尼尔称，这名男子与其女友在车内发生争执。当一名人口普查局警卫上前询问情况时，这名男子突然拔枪射击，导致警卫胸部中弹。据当地消防部门官员透露，这名警卫伤势严重，随后被送往附近医院就医。当地媒体报道称，这名警卫于9日晚间不治身亡。枪击事件发生后，休特兰所属的乔治王子郡警方出动大量警力将人口普查局大楼及周围建筑封锁，禁止任何人出入。警方还出动一架直升机在空中巡视，但并未发现枪手的踪迹。当晚8时左右，这名枪手所驾驶的本田车出现在华盛顿东南部，华盛顿警方出动多辆警车抓捕。在抓捕过程中，警方与这名枪手先后在华盛顿市内两处地点发生交火。警方最终在华盛顿东北部将这辆本田车撞停，枪手被击伤后遭逮捕。在交火过程中，一名警员腿部中弹。枪手的女友并未受伤。这起事件持续至当晚9时结束。华盛顿警方、马里兰警方以及美国联邦调查局等多部门已就此事展开调查。目前，枪手的身份尚未对外公布。,0,胸部,拉尼尔称，这名男子与其女友在车内发生争执。 当一名人口普查局警卫上前询问情况时，这名男子突然拔枪射击，导致警卫<胸部>中弹。 据当地消防部门官员透露，这名警卫伤势严重，随后被送往附近医院就医。
572,患上颈椎病，除了忍受诸多不适的症状外，最让人担心的就是颈椎病会不会导致瘫痪。从临床统计看，大多数颈椎病患者通过一段时间的保守治疗，都可以得到有效控制，不至于引起瘫痪的地步。 但也有10%-15%的患者会患上脊髓型颈椎病，这种颈椎病致残率非常高，而且症状不仅仅局限于颈肩不适、手麻、头晕这些常见的症状，很多症状是我们没有想到的，导致很多人容易忽视这种病。今天我们就来和大家讲讲脊髓型颈椎病。 一、什么是脊髓型颈椎病？脊髓型颈椎病是指：因为颈椎病变部位（比如椎间盘突出、骨刺、后纵韧带骨化、黄韧带肥厚或钙化）导致脊髓受到压迫或脊髓缺血，从而出现一系列脊髓的功能障碍。这种颈椎病可严重致残，占全部颈椎病的10%～15%。 二、脊髓型颈椎病有哪些症状？脊髓型颈椎病可以没有颈肩痛的症状，所以很多患者患病后很少会考虑到是颈椎的问题。脚软无力，走路发飘，不走直线、脚底有踩棉花感。手变的笨拙，无力，表现为写字、系鞋带纽扣、用筷子等精细动作变得困难，时间长了还会导致肌肉萎缩，肌肉力量变差。头部、胸部或腰部感觉被捆住或压住一样。大小便异常。患者可能会出现大小便控制不住，或排便淋漓不尽的情况。有些患者会一咳嗽或一用力就导致排便的情况。三、遇到脊髓型颈椎病该怎么办？昆明骨科医院专家提示大家：一旦患上脊髓型颈椎病，建议尽快选择手术。因为脊髓的损伤有时候是不可逆转的，病情拖延，脊髓压迫时间过长可能很难恢复。四、如何确诊？对于脊髓型颈椎病，一般需要进行核磁共振检查进行辅助诊断，同时需要有经验的脊柱医生结合查体进行综合分析。温馨提示目前颈椎病手术已经属于骨科里的常规手术，安全性非常高。大家完全不必对手术心存恐惧。专家提醒：颈椎病重在预防 昆骨专家指出：颈椎病重在预防！即便在生活中有一些颈椎不适的症状，也可以在预防中消失，不会形成颈椎病。比方说，在电脑前工作、看书、做饭、看电视的时候，不要长时间保持同一个姿势，避免颈肩过度疲劳，不要躺着看书以增加脖子负担。同时，要加强颈肩肌肉的锻炼。防治猛回头等颈部的过激运动，还要避免风扇特别是空调直接吹向颈部。另外，注意颈肩部保暖，尽量减少温度剧烈变化对颈肩造成影响。领先不只是一种愿景领先是一种气度领先不仅是快人一步领先需要不断自我超越昆明骨科医院全省首家专业骨科医院骨科微创小手术 解决健康大问题————————————————健康咨询电话：0871-67333349,0,胸部,手变的笨拙，无力，表现为写字、系鞋带纽扣、用筷子等精细动作变得困难，时间长了还会导致肌肉萎缩，肌肉力量变差。 头部、<胸部>或腰部感觉被捆住或压住一样。 大小便异常。
573,1、骆驼式锻炼部位：腹直肌、腹外斜肌2、开胯坐锻炼部位：大腿内收肌 3、青蛙式锻炼部位：大腿内收肌4、侧坐弓箭步锻炼部位：大腿内收肌 5、蝴蝶式拉伸锻炼部位：大腿内收肌6、前臂伸直肌拉伸锻炼部位：前臂伸直肌 7、颈部侧曲锻炼部位：胸锁乳突肌8、扭转颈部伸展锻炼部位：胸锁乳突肌 9、颈部伸展拉伸锻炼部位：胸锁乳突肌10、手压颈部侧曲锻炼部位：胸锁乳突肌 、上斜方肌 11、髋屈肌伸展锻炼部位：腰肌、四头肌12、前臂伸肌伸展锻炼部位： 前臂伸肌 13、横向肩部伸展锻炼部位：侧三角肌14、站姿辅助曲颈伸展锻炼部位：斜方肌 15、阔背肌伸展脊柱牵引锻炼部位：背阔肌16、阔背肌伸展（墙壁辅助）锻炼部位： 背阔肌 17、婴儿式锻炼部位：背阔肌18、站立小腿拉伸锻炼部位：比目鱼肌和腓肠肌 19、纵劈叉锻炼部位：腰大肌和腘绳肌20、坐立前曲锻炼部位：腘绳肌和小腿 21、单腿前曲锻炼部位：腘绳肌22、阔背肌伸展（墙壁辅助）锻炼部位：臀肌 23、坐半王鸽式锻炼部位：臀肌24、站立小腿拉伸（墙壁辅助）锻炼部位：比目鱼肌和腓肠肌 25、侧曲（墙壁辅助）锻炼部位： 腹外斜肌26、卧脊柱扭转锻炼部位：臀肌和腹外斜肌 27、侧曲（棍子辅助）锻炼部位：腹外斜肌和背阔肌28、三角伸展式锻炼部位：腹外斜肌 29、胸部拉伸（墙壁辅助）锻炼部位：胸大肌30、辅助胸部拉伸锻炼部位：胸部和背阔肌 31、坐半鸽式变体锻炼部位：胫前肌32、仰卧肩部外旋伸展锻炼部位：肩胛下肌 33、下犬式变体（墙壁辅助）锻炼部位：胸大肌和背阔肌34、辅助胸部拉伸变体锻炼部位：胸大肌图文来源：世界脊柱健康联盟整理：全球康复资讯------近期热门阅读------1.条条中枪：当铁三变成了一种负担，你真的在享受它吗？2.使用泡沫轴放松肌肉最常见的5个错误3.自从爱上铁三后，你就变了4.铁三爱好者的10个好习惯，你做到了几个？5.极致性价比！Argon18 E112震撼发布，不到2万全碳铁三车推回家*轻戳标题即可查看哦*铁人三项最精彩的不是实现梦想的瞬间，而是追求梦想的过程分享运动知识、传递体育精神、感悟人生体验（长按二维码即可识别关注）,0,胸部,1、骆驼式锻炼部位：腹直肌、腹外斜肌2、开胯坐锻炼部位：大腿内收肌 3、青蛙式锻炼部位：大腿内收肌4、侧坐弓箭步锻炼部位：大腿内收肌 5、蝴蝶式拉伸锻炼部位：大腿内收肌6、前臂伸直肌拉伸锻炼部位：前臂伸直肌 7、颈部侧曲锻炼部位：胸锁乳突肌8、扭转颈部伸展锻炼部位：胸锁乳突肌 9、颈部伸展拉伸锻炼部位：胸锁乳突肌10、手压颈部侧曲锻炼部位：胸锁乳突肌 、上斜方肌 11、髋屈肌伸展锻炼部位：腰肌、四头肌12、前臂伸肌伸展锻炼部位： 前臂伸肌 13、横向肩部伸展锻炼部位：侧三角肌14、站姿辅助曲颈伸展锻炼部位：斜方肌 15、阔背肌伸展脊柱牵引锻炼部位：背阔肌16、阔背肌伸展（墙壁辅助）锻炼部位： 背阔肌 17、婴儿式锻炼部位：背阔肌18、站立小腿拉伸锻炼部位：比目鱼肌和腓肠肌 19、纵劈叉锻炼部位：腰大肌和腘绳肌20、坐立前曲锻炼部位：腘绳肌和小腿 21、单腿前曲锻炼部位：腘绳肌22、阔背肌伸展（墙壁辅助）锻炼部位：臀肌 23、坐半王鸽式锻炼部位：臀肌24、站立小腿拉伸（墙壁辅助）锻炼部位：比目鱼肌和腓肠肌 25、侧曲（墙壁辅助）锻炼部位： 腹外斜肌26、卧脊柱扭转锻炼部位：臀肌和腹外斜肌 27、侧曲（棍子辅助）锻炼部位：腹外斜肌和背阔肌28、三角伸展式锻炼部位：腹外斜肌 29、<胸部>拉伸（墙壁辅助）锻炼部位：胸大肌30、辅助胸部拉伸锻炼部位：胸部和背阔肌 31、坐半鸽式变体锻炼部位：胫前肌32、仰卧肩部外旋伸展锻炼部位：肩胛下肌 33、下犬式变体（墙壁辅助）锻炼部位：胸大肌和背阔肌34、辅助胸部拉伸变体锻炼部位：胸大肌图文来源：世界脊柱健康联盟整理：全球康复资讯 -  -  -  -  -  - 近期热门阅读 -  -  -  -  -  - 1.条条中枪：当铁三变成了一种负担，你真的在享受它吗？ 2.使用泡沫轴放松肌肉最常见的5个错误3.自从爱上铁三后，你就变了4.铁三爱好者的10个好习惯，你做到了几个？
574,亲，点击上方蓝色微信名“中国猪业”可快速关注！免责申明：本微信服务平台资料来源于网络收集，以供给大家学习、交流为目的，请诸位在阅读后，尽快删除，尊重资料原作者，支持正版。若所列资源侵犯了您的权益，请直接留言，立刻删除!有些仔猪出生后全身发软，甚至呼吸停止，但心脏仍在跳动，这是仔猪的一种假死现象，需要及时采取有效措施进行救护。（1）人工呼吸法 将假死仔猪仰卧在草垫上，将鼻孔和口腔粘液清除干净，再将仔猪两前肢做前后伸展，一紧一松的压迫仔猪的胸部，每分钟10～20次，持续4～5min，直至仔猪发出声音为止。（2）温水浸泡法 用手抓住仔猪的两前肢，把仔猪放入40～50℃的温水中，使其头露出水面，浸泡3～5 min，以此激活仔猪。（3）倒提拍打法 用一只手提起仔猪的两后肢使仔猪头朝下尾朝上，另一只手有节奏地拍打仔猪的背部和臀部，使仔猪口鼻内的羊水和粘液流出来，令其呼吸，待猪发出叫声，即已救活。（4）涂抹刺激物法 可在仔猪鼻部涂抹酒精等有刺激性物质或用针刺激的方法进行抢救。（资料来源：张能贵，福建省上杭县农业局）看完别忘记分享朋友圈哦！分享美德传承，生活会越来越美好！ 更多精彩资讯尽在“猪情通报”中国首家微媒体养猪生产数据平台，点击下方二维码即可关注！,0,胸部,若所列资源侵犯了您的权益，请直接留言，立刻删除!有些仔猪出生后全身发软，甚至呼吸停止，但心脏仍在跳动，这是仔猪的一种假死现象，需要及时采取有效措施进行救护。 （1）人工呼吸法 将假死仔猪仰卧在草垫上，将鼻孔和口腔粘液清除干净，再将仔猪两前肢做前后伸展，一紧一松的压迫仔猪的<胸部>，每分钟10～20次，持续4～5min，直至仔猪发出声音为止。 （2）温水浸泡法 用手抓住仔猪的两前肢，把仔猪放入40～50℃的温水中，使其头露出水面，浸泡3～5 min，以此激活仔猪。
575,山地车经常需要面对颠簸的路面，肩膀承受着剧烈震动，如何增加肩膀稳定性成为关键。下面将介绍几个简单的锻炼动作，在家也可以通过哑铃和弹力带进行锻炼，通过这些简单的锻炼能有效加强肩膀的肌肉增加肩膀稳定性。每逢佳节胖三斤，过年期间大鱼大肉的你也是时候恢复力量锻炼保持更好的体态。 靠墙“Y”字上举上身靠着墙壁，下身盘腿，双手紧贴墙上，上下移动，起始位置保持胳膊和双手在水平位置。要领：保持背部挺直紧贴墙壁，次数：8-20次。 “Y”字上举双腿张开站立与肩部同宽，膝盖微微弯曲，上身稍微前倾，双手高举过头然后回到大腿两侧，要领：当适应了这些动作以后可以适当添加重量，双手各握一个网球或拿着500ML、1L、1.5ML的水瓶增加强度，次数：5-10次。 “T”字上举双腿张开与肩部同宽，膝盖稍微弯曲，上身轻微靠前，双手抬起与肩部成90度，手掌向外，上身成一个”T”字型。次数5-10次 力量训练：侧卧支撑划船身体转向侧面，肩部用力撑高身体，一手撑着地面，另一只手拉往后拉动弹力带，然后回到起始位置，双手两侧交替锻炼，次数：10-20次。 长凳支撑划船单腿跪在长凳上，同一侧手部负责支撑，另一只手紧握哑铃，慢慢像胸部拉紧，然后放下回到起始位置，腰部保持水平，双手两侧交替锻炼，次数：15-20下。来源：互联网(侵权请联系微信:2478970178),0,胸部,次数5 - 10次 力量训练：侧卧支撑划船身体转向侧面，肩部用力撑高身体，一手撑着地面，另一只手拉往后拉动弹力带，然后回到起始位置，双手两侧交替锻炼，次数：10 - 20次。  长凳支撑划船单腿跪在长凳上，同一侧手部负责支撑，另一只手紧握哑铃，慢慢像<胸部>拉紧，然后放下回到起始位置，腰部保持水平，双手两侧交替锻炼，次数：15 - 20下。 来源：互联网(侵权请联系微信:2478970178)
576,失眠已经成为困扰很多人的问题。面对这个问题，不同的人采取不同的方法，但是结果却是不一样。 很多人遇到失眠能想到的方法只有吃安眠药。而安眠药却是治疗失眠的最坏的方法，也是最后的方法。其实治疗失眠还有很多非常好的方法，例如： 1、自我催眠法自我的心理暗示是一股非常强大的力量，这个同样可以应用在我们的睡眠上。首先让自己在休息的地方平躺，把身体调整到最舒服的姿势，闭目，做三次比较长的深呼吸，从头开始，逐一放松各个部位的肌肉，直至脚底：头顶、额头、耳朵、脸颊、下巴、脖子、喉咙、肩膀、左右手、胸部、背部、腹部、左右腿，到这里放松笼罩您的身体，还可以细细分解如左脸颊、上下眼皮及手指各部，经过逐一“扫描”，这样下来已经是一个放松舒适的意识状态，如此自然就可以很好的进入睡眠。 2、平衡情绪法情绪的调理对我们的睡眠非常重要。很多人失眠就是因为心理过于紧张，压力比较大等。睡觉本来是一件放松的事情，这些负面情绪不仅影响我们的心情，也影响着我们的健康。当灰色情绪不能尽快消失甚至有碍睡眠时，需要看到它、允许它、觉知它、释放它。所以排解心理上的紧张焦虑等负面情绪，才是解决失眠的根本之道。当这些负面情绪出现时，可以通过深呼吸舒缓情绪，反复几轮，情绪就可以得到有效的缓解，情绪平稳了自然而然就会拥有婴儿般的睡眠质量。 3、呼吸调理法据世界卫生组织调查，80%以上的失眠是心理因素所致。其实，导致我们睡不好觉的根本原因，完全是焦虑、紧张等心理因素所致。如果，一个人在睡前能保持平静的心情，就自然会进入深度的好睡眠。 4、良好的生活习惯良好的生活习惯是健康的保证，对于调理失眠来说也是非常管用的。规律生活，适当运动，能够促进人的大脑分泌出抑制兴奋的物质，促进深度睡眠，迅速缓解疲劳，并从而进入一个良性循环；合理饮食，多食用蛋奶、肉类、碱性新鲜水果，忌刺激（辣椒等）、兴奋（咖啡因、茶等）、不易消化食物；睡前可以适当饮用牛奶，它含有人体产生疲倦的物质——色氨酸，大脑神经细胞中分泌物血清素，可抑制大脑的思维活动，色氨酸是人体制造血清素的原料，食用牛奶可以帮助大脑进入酣睡状态。相信通过这些方法，良好的睡眠就朝我们走来。别一失眠就吃安眠药了，可以喝中药茶安杞茶帮助睡眠。想要了解更多治疗失眠的方法，可以关注微信：欣欣老师（gcd36911）,0,胸部,其实治疗失眠还有很多非常好的方法，例如： 1、自我催眠法自我的心理暗示是一股非常强大的力量，这个同样可以应用在我们的睡眠上。 首先让自己在休息的地方平躺，把身体调整到最舒服的姿势，闭目，做三次比较长的深呼吸，从头开始，逐一放松各个部位的肌肉，直至脚底：头顶、额头、耳朵、脸颊、下巴、脖子、喉咙、肩膀、左右手、<胸部>、背部、腹部、左右腿，到这里放松笼罩您的身体，还可以细细分解如左脸颊、上下眼皮及手指各部，经过逐一“扫描”，这样下来已经是一个放松舒适的意识状态，如此自然就可以很好的进入睡眠。  2、平衡情绪法情绪的调理对我们的睡眠非常重要。
577,男子床上亲热时误叫前妻名，妻子将其捅死。爱情都是自私的，所以每个人都希望自己在恋人心中是唯一的，而不是一个替代品。近日，俄罗斯一名男子与新婚三月的妻子在床上亲热时，竟然叫出了前妻名，妻子气极趁睡梦中将其捅死。据报道，现年47岁的俄罗斯男子阿纳托利和45岁的女子富明刚结婚不久，两人在俄罗斯中部地区生活。夫妇二人有一天晚上在床上亲热，但阿纳托利竟然在床上喊出了前妻奥尔加的名字。夫妻两人因此发生争吵，妻子富明并未接受丈夫的道歉。她等到丈夫睡熟后，持刀连刺丈夫胸部，导致其死亡。行凶后，富明还打电话给警方自首。警方表示，这对夫妻刚刚结婚三个月，而当富明听到自己的丈夫叫出前妻奥尔加的名字后，便决定“不会原谅他”。目前，富明已经被警方逮捕，将面临终身监禁。本文来源前瞻网，未经前瞻网书面授权，禁止转载，违者将被追究法律责任！,0,胸部,夫妻两人因此发生争吵，妻子富明并未接受丈夫的道歉。 她等到丈夫睡熟后，持刀连刺丈夫<胸部>，导致其死亡。 行凶后，富明还打电话给警方自首。
